10017,WSCO1173,2016-05-28 12:13:02.869
10018,WSCO1174,2016-05-28 12:13:04.957
10016,WSCO1175,2016-05-28 12:15:08.074
10006,WSCO1176,2016-05-28 12:15:10.603
10012,WSCO1177,2016-05-28 12:15:12.380
10010,WSCO1178,2016-05-28 12:15:13.975
10001,WSCO1179,2016-05-28 12:15:15.574
10003,WSCO1180,2016-06-05 12:12:19.163
10007,WSCO1181,2016-06-05 12:12:22.288
10000,WSCO1182,2016-06-05 12:12:24.893
10008,WSCO1183,2016-06-05 12:12:27.250
10013,WSCO1184,2016-06-05 12:12:30.493
10004,WSCO1185,2016-06-05 12:14:34.739
10011,WSCO1186,2016-06-05 12:14:37.933
10009,WSCO1187,2016-06-05 12:14:40.419
10002,WSCO1188,2016-06-05 12:14:42.669
10014,WSCO1189,2016-06-05 12:14:45.815
10015,WSCO1190,2016-06-15 12:11:50.971
10005,WSCO1191,2016-06-15 12:11:54.044
10017,WSCO1192,2016-06-15 12:11:56.250
10018,WSCO1193,2016-06-15 12:11:58.507
10016,WSCO1194,2016-06-15 12:12:01.362
10006,WSCO1195,2016-06-15 12:14:05.127
10012,WSCO1196,2016-06-15 12:14:08.692
10010,WSCO1197,2016-06-15 12:14:11.022
10001,WSCO1198,2016-06-15 12:14:13.421
10003,WSCO1199,2016-06-15 12:14:16.097
10007,WSCO1200,2016-06-28 12:11:20.362
10000,WSCO1201,2016-06-28 12:11:23.594
10008,WSCO1202,2016-06-28 12:11:25.284
10013,WSCO1203,2016-06-28 12:11:27.149
10004,WSCO1204,2016-06-28 12:11:29.142
10011,WSCO1205,2016-06-28 12:13:32.029
10009,WSCO1206,2016-06-28 12:13:34.586
10002,WSCO1207,2016-06-28 12:13:36.330
10014,WSCO1208,2016-06-28 12:13:37.946
10015,WSCO1209,2016-06-28 12:13:39.897
10005,WSCO1210,2016-06-28 12:15:43.337
10017,WSCO1211,2016-06-28 12:15:45.836
10018,WSCO1212,2016-06-28 12:15:47.634
10016,WSCO1213,2016-06-28 12:15:49.304
10006,WSCO1214,2016-06-28 12:15:51.048
10012,WSCO1215,2016-07-05 12:12:54.190
10010,WSCO1216,2016-07-05 12:12:56.862
10001,WSCO1217,2016-07-05 12:12:58.602
10003,WSCO1218,2016-07-05 12:13:00.171
10007,WSCO1219,2016-07-05 12:13:01.921
10000,WSCO1220,2016-07-05 12:15:05.304
10008,WSCO1221,2016-07-05 12:15:07.908
10013,WSCO1222,2016-07-05 12:15:09.644
10004,WSCO1223,2016-07-05 12:15:11.549
10011,WSCO1224,2016-07-05 12:15:13.401
10009,WSCO1225,2016-07-25 12:12:16.739
10002,WSCO1226,2016-07-25 12:12:19.380
10014,WSCO1227,2016-07-25 12:12:21.749
10015,WSCO1228,2016-07-25 12:12:23.970
10005,WSCO1229,2016-07-25 12:12:26.914
10017,WSCO1230,2016-07-25 12:14:30.947
10018,WSCO1231,2016-07-25 12:14:33.257
10016,WSCO1232,2016-07-25 12:14:35.451
10006,WSCO1233,2016-07-25 12:14:37.792
10012,WSCO1234,2016-07-25 12:14:40.453
10010,WSCO1235,2016-07-28 12:11:44.109
10001,WSCO1236,2016-07-28 12:11:47.233
10003,WSCO1237,2016-07-28 12:11:49.447
10007,WSCO1238,2016-07-28 12:11:51.554
10000,WSCO1239,2016-07-28 12:11:55.259
10008,WSCO1240,2016-07-28 12:13:59.952
10013,WSCO1241,2016-07-28 12:14:03.012
10004,WSCO1242,2016-07-28 12:14:05.268
10011,WSCO1243,2016-07-28 12:14:07.806
10009,WSCO1244,2016-07-28 12:14:10.767
10002,WSCO1245,2016-08-05 12:11:15.220
10014,WSCO1246,2016-08-05 12:11:18.528
10015,WSCO1247,2016-08-05 12:11:20.959
10005,WSCO1248,2016-08-05 12:11:23.217
10017,WSCO1249,2016-08-05 12:11:26.831
10018,WSCO1250,2016-08-05 12:13:30.852
10016,WSCO1251,2016-08-05 12:13:34.051
10006,WSCO1252,2016-08-05 12:13:36.351
10012,WSCO1253,2016-08-05 12:13:38.438
10010,WSCO1254,2016-08-05 12:13:41.706
10001,WSCO1255,2016-08-05 12:15:46.148
10003,WSCO1256,2016-08-05 12:15:49.082
10007,WSCO1257,2016-08-05 12:15:51.437
10000,WSCO1258,2016-08-05 12:15:53.641
10008,WSCO1259,2016-08-05 12:15:57.119
10013,WSCO1260,2016-08-10 12:13:01.891
10004,WSCO1261,2016-08-10 12:13:05.061
10011,WSCO1262,2016-08-10 12:13:07.323
10009,WSCO1263,2016-08-10 12:13:09.575
10002,WSCO1264,2016-08-10 12:13:12.738
10014,WSCO1265,2016-08-10 12:15:16.688
10015,WSCO1266,2016-08-10 12:15:19.936
10005,WSCO1267,2016-08-10 12:15:22.545
10017,WSCO1268,2016-08-10 12:15:25.549
10018,WSCO1269,2016-08-10 12:15:28.196
10016,WSCO1270,2016-08-15 12:12:32.519
10006,WSCO1271,2016-08-15 12:12:35.636
10012,WSCO1272,2016-08-15 12:12:37.514
10010,WSCO1273,2016-08-15 12:12:39.183
10001,WSCO1274,2016-08-15 12:12:41.096
10003,WSCO1275,2016-08-15 12:14:44.292
10007,WSCO1276,2016-08-15 12:14:46.886
10000,WSCO1277,2016-08-15 12:14:48.703
10008,WSCO1278,2016-08-15 12:14:50.339
10013,WSCO1279,2016-08-15 12:14:52.137
10004,WSCO1280,2016-09-05 12:11:56.024
10011,WSCO1281,2016-09-05 12:11:58.701
10009,WSCO1282,2016-09-05 12:12:00.461
10002,WSCO1283,2016-09-05 12:12:02.090
10014,WSCO1284,2016-09-05 12:12:03.881
10015,WSCO1285,2016-09-05 12:14:07.311
10005,WSCO1286,2016-09-05 12:14:09.928
10017,WSCO1287,2016-09-05 12:14:11.732
10018,WSCO1288,2016-09-05 12:14:13.346
10016,WSCO1289,2016-09-05 12:14:15.120
10006,WSCO1290,2016-09-10 12:11:18.460
10012,WSCO1291,2016-09-10 12:11:22.029
10010,WSCO1292,2016-09-10 12:11:24.847
10001,WSCO1293,2016-09-10 12:11:27.623
10003,WSCO1294,2016-09-10 12:11:30.764
10007,WSCO1295,2016-09-10 12:13:34.968
10000,WSCO1296,2016-09-10 12:13:37.357
10008,WSCO1297,2016-09-10 12:13:39.611
10013,WSCO1298,2016-09-10 12:13:42.097
10004,WSCO1299,2016-09-10 12:13:45.042
10011,WSCO1300,2016-09-10 12:15:49.156
10009,WSCO1301,2016-09-10 12:15:52.391
10002,WSCO1302,2016-09-10 12:15:54.520
10014,WSCO1303,2016-09-10 12:15:56.708
10015,WSCO1304,2016-09-10 12:16:00.627
10005,WSCO1305,2016-09-28 12:13:05.658
10017,WSCO1306,2016-09-28 12:13:09.000
10018,WSCO1307,2016-09-28 12:13:11.313
10016,WSCO1308,2016-09-28 12:13:13.726
10006,WSCO1309,2016-09-28 12:13:16.996
10012,WSCO1310,2016-09-28 12:15:21.816
10010,WSCO1311,2016-09-28 12:15:25.144
10001,WSCO1312,2016-09-28 12:15:27.488
10003,WSCO1313,2016-09-28 12:15:30.194
10007,WSCO1314,2016-09-28 12:15:33.919
10000,WSCO1315,2016-10-05 12:12:38.378
10008,WSCO1316,2016-10-05 12:12:41.881
10013,WSCO1317,2016-10-05 12:12:43.732
10004,WSCO1318,2016-10-05 12:12:45.429
10011,WSCO1319,2016-10-05 12:12:48.305
10009,WSCO1320,2016-10-05 12:14:52.174
10002,WSCO1321,2016-10-05 12:14:56.249
10014,WSCO1322,2016-10-05 12:14:58.125
10015,WSCO1323,2016-10-05 12:15:00.532
10005,WSCO1324,2016-10-05 12:15:05.061
10017,WSCO1325,2016-10-25 12:12:09.840
10018,WSCO1326,2016-10-25 12:12:12.567
10016,WSCO1327,2016-10-25 12:12:14.295
10006,WSCO1328,2016-10-25 12:12:15.896
10012,WSCO1329,2016-10-25 12:12:17.644
10010,WSCO1330,2016-10-25 12:14:21.269
10001,WSCO1331,2016-10-25 12:14:23.946
10003,WSCO1332,2016-10-25 12:14:25.742
10007,WSCO1333,2016-10-25 12:14:27.420
10000,WSCO1334,2016-10-25 12:14:29.176
10008,WSCO1335,2016-10-28 12:11:33.433
10013,WSCO1336,2016-10-28 12:11:36.687
10004,WSCO1337,2016-10-28 12:11:39.070
10011,WSCO1338,2016-10-28 12:11:42.337
10009,WSCO1339,2016-10-28 12:11:45.168
10002,WSCO1340,2016-10-28 12:13:50.354
10014,WSCO1341,2016-10-28 12:13:53.640
10015,WSCO1342,2016-10-28 12:13:55.743
10005,WSCO1343,2016-10-28 12:13:58.336
10017,WSCO1344,2016-10-28 12:14:01.830
10018,WSCO1345,2016-10-28 12:16:06.808
10016,WSCO1346,2016-10-28 12:16:10.133
10012,WSCO1347,2016-11-05 12:11:13.811
10010,WSCO1348,2016-11-05 12:11:17.325
10001,WSCO1349,2016-11-05 12:13:21.839
10003,WSCO1350,2016-11-05 12:13:25.478
10007,WSCO1351,2016-11-05 12:13:27.702
10000,WSCO1352,2016-11-05 12:13:30.245
10008,WSCO1353,2016-11-05 12:13:33.624
10013,WSCO1354,2016-11-05 12:15:37.878
10004,WSCO1355,2016-11-05 12:15:41.794
10011,WSCO1356,2016-11-05 12:15:48.243
10009,WSCO1357,2016-11-05 12:15:51.163
10002,WSCO1358,2016-11-05 12:15:54.664
10014,WSCO1359,2016-11-20 12:12:58.675
10015,WSCO1360,2016-11-20 12:13:04.984
10005,WSCO1361,2016-11-20 12:13:11.078
10017,WSCO1362,2016-11-20 12:13:14.878
10018,WSCO1363,2016-11-20 12:13:16.663
10016,WSCO1364,2016-11-20 12:15:21.037
10006,WSCO1365,2016-11-20 12:15:23.656
10012,WSCO1366,2016-11-20 12:15:25.905
10010,WSCO1367,2016-11-20 12:15:27.957
10001,WSCO1368,2016-11-20 12:15:31.781
10003,WSCO1369,2016-12-05 12:12:36.247
10007,WSCO1370,2016-12-05 12:12:39.046
10000,WSCO1371,2016-12-05 12:12:40.919
10008,WSCO1372,2016-12-05 12:12:43.280
10013,WSCO1373,2016-12-05 12:12:45.985
10004,WSCO1374,2016-12-05 12:14:50.018
10011,WSCO1375,2016-12-05 12:14:52.887
10009,WSCO1376,2016-12-05 12:14:54.666
10002,WSCO1377,2016-12-05 12:14:58.658
10014,WSCO1378,2016-12-05 12:15:01.146
10015,WSCO1379,2016-12-20 12:12:05.980
10005,WSCO1380,2016-12-20 12:12:11.736
10017,WSCO1381,2016-12-20 12:12:21.993
10018,WSCO1382,2016-12-20 12:12:35.854
10016,WSCO1383,2016-12-20 12:12:50.449
10006,WSCO1384,2016-12-20 12:15:02.912
10012,WSCO1385,2016-12-20 12:15:07.619
10010,WSCO1386,2016-12-20 12:15:13.646
10001,WSCO1387,2016-12-20 12:15:20.551
10003,WSCO1388,2016-12-20 12:15:25.728
10007,WSCO1389,2016-12-28 12:12:33.812
10000,WSCO1390,2016-12-28 12:12:41.029
10008,WSCO1391,2016-12-28 12:12:45.457
10013,WSCO1392,2016-12-28 12:12:54.858
10004,WSCO1393,2016-12-28 12:12:58.681
10011,WSCO1394,2016-12-28 12:15:11.119
10009,WSCO1395,2016-12-28 12:15:24.698
10002,WSCO1396,2016-12-28 12:15:39.796
10014,WSCO1397,2016-12-28 12:15:54.460
10015,WSCO1398,2016-12-28 12:16:06.425
10005,WSCO1399,2017-01-05 12:13:19.071
10017,WSCO1400,2017-01-05 12:13:36.873
10018,WSCO1401,2017-01-05 12:13:52.844
10016,WSCO1402,2017-01-05 12:14:09.875
10006,WSCO1403,2017-01-05 12:14:23.547
10012,WSCO1404,2017-01-10 12:11:59.055
10010,WSCO1405,2017-01-10 12:12:24.536
10001,WSCO1406,2017-01-10 12:12:51.192
10003,WSCO1407,2017-01-10 12:13:11.984
10007,WSCO1408,2017-01-10 12:13:49.891
10008,WSCO1409,2017-01-15 12:11:46.386
10013,WSCO1410,2017-01-15 12:12:18.596
10004,WSCO1411,2017-01-15 12:12:59.603
10011,WSCO1412,2017-01-15 12:14:04.053
10009,WSCO1413,2017-02-05 12:16:08.347
10002,WSCO1414,2017-02-20 12:12:09.480
10014,WSCO1415,2017-02-20 12:13:07.613
10015,WSCO1416,2017-02-20 12:14:57.605
10017,WSCO1417,2017-02-28 12:15:05.227
10018,WSCO1418,2017-02-28 12:15:55.950
10016,WSCO1419,2017-03-10 12:14:33.745
10000,WSCO1420,2017-03-28 12:11:47.907
10008,WSCO1421,2017-03-28 12:12:50.366
10000,WSCO1430,2017-04-05 12:11:19.336
10008,WSCO1431,2017-04-05 12:11:25.133
10013,WSCO1432,2017-04-05 12:11:28.808
10004,WSCO1433,2017-04-05 12:11:31.121
10011,WSCO1434,2017-04-05 12:11:34.154
10009,WSCO1435,2017-04-05 12:13:37.406
10002,WSCO1436,2017-04-05 12:13:40.017
10014,WSCO1437,2017-04-05 12:13:41.933
10015,WSCO1438,2017-04-05 12:13:43.884
10005,WSCO1439,2017-04-05 12:13:47.134
10017,WSCO1440,2017-04-05 12:15:50.530
10018,WSCO1441,2017-04-05 12:15:53.038
10016,WSCO1442,2017-04-05 12:15:55.618
10006,WSCO1443,2017-04-05 12:15:57.787
10012,WSCO1444,2017-04-05 12:16:00.626
10010,WSCO1445,2017-04-25 12:13:04.030
10001,WSCO1446,2017-04-25 12:13:06.840
10003,WSCO1447,2017-04-25 12:13:09.081
10007,WSCO1448,2017-04-25 12:13:11.115
10000,WSCO1449,2017-04-25 12:13:14.200
10008,WSCO1450,2017-04-25 12:15:17.845
10013,WSCO1451,2017-04-25 12:15:20.696
10004,WSCO1452,2017-04-25 12:15:22.899
10011,WSCO1453,2017-04-25 12:15:24.939
10009,WSCO1454,2017-04-25 12:15:28.144
10002,WSCO1455,2017-05-05 12:12:31.787
10014,WSCO1456,2017-05-05 12:12:34.909
10015,WSCO1457,2017-05-05 12:12:37.491
10005,WSCO1458,2017-05-05 12:12:39.559
10017,WSCO1459,2017-05-05 12:12:42.482
10018,WSCO1460,2017-05-05 12:14:46.646
10016,WSCO1461,2017-05-05 12:14:49.549
10006,WSCO1462,2017-05-05 12:14:51.904
10012,WSCO1463,2017-05-05 12:14:54.091
10010,WSCO1464,2017-05-05 12:14:57.438
10001,WSCO1465,2017-05-28 12:12:01.802
10003,WSCO1466,2017-05-28 12:12:04.915
10007,WSCO1467,2017-05-28 12:12:07.201
10000,WSCO1468,2017-05-28 12:12:09.244
10008,WSCO1469,2017-05-28 12:12:12.495
10013,WSCO1470,2017-05-28 12:14:16.711
10004,WSCO1471,2017-05-28 12:14:19.645
10011,WSCO1472,2017-05-28 12:14:21.991
10009,WSCO1473,2017-05-28 12:14:24.254
10002,WSCO1474,2017-05-28 12:14:27.334
10014,WSCO1475,2017-06-02 12:11:32.100
10015,WSCO1476,2017-06-02 12:11:35.100
10005,WSCO1477,2017-06-02 12:11:37.074
10017,WSCO1478,2017-06-02 12:11:38.845
10018,WSCO1479,2017-06-02 12:11:41.687
10016,WSCO1480,2017-06-02 12:13:44.817
10006,WSCO1481,2017-06-02 12:13:48.311
10012,WSCO1482,2017-06-02 12:13:50.527
10010,WSCO1483,2017-06-02 12:13:52.996
10001,WSCO1484,2017-06-02 12:13:55.808
10003,WSCO1485,2017-06-02 12:16:00.131
10007,WSCO1486,2017-06-02 12:16:02.970
10000,WSCO1487,2017-06-02 12:16:05.068
10008,WSCO1488,2017-06-02 12:16:07.140
10013,WSCO1489,2017-06-02 12:16:10.339
10004,WSCO1490,2017-06-09 12:13:14.824
10011,WSCO1491,2017-06-09 12:13:17.936
10009,WSCO1492,2017-06-09 12:13:20.217
10002,WSCO1493,2017-06-09 12:13:22.402
10014,WSCO1494,2017-06-09 12:13:25.955
10015,WSCO1495,2017-06-09 12:15:29.895
10005,WSCO1496,2017-06-09 12:15:32.960
10017,WSCO1497,2017-06-09 12:15:35.302
10018,WSCO1498,2017-06-09 12:15:37.730
10016,WSCO1499,2017-06-09 12:15:40.904
10006,WSCO1500,2017-07-11 12:12:44.915
10012,WSCO1501,2017-07-11 12:12:47.552
10010,WSCO1502,2017-07-11 12:12:50.156
10001,WSCO1503,2017-07-11 12:12:52.634
10003,WSCO1504,2017-07-11 12:12:55.859
10007,WSCO1505,2017-07-11 12:14:59.842
10000,WSCO1506,2017-07-11 12:15:02.413
10008,WSCO1507,2017-07-11 12:15:04.613
10013,WSCO1508,2017-07-11 12:15:07.068
10004,WSCO1509,2017-07-11 12:15:09.926
10011,WSCO1510,2017-07-28 12:12:13.685
10009,WSCO1511,2017-07-28 12:12:15.677
10002,WSCO1512,2017-07-28 12:12:17.841
10014,WSCO1513,2017-07-28 12:12:20.359
10015,WSCO1514,2017-07-28 12:12:23.508
10005,WSCO1515,2017-07-28 12:14:26.589
10017,WSCO1516,2017-07-28 12:14:29.473
10018,WSCO1517,2017-07-28 12:14:31.577
10016,WSCO1518,2017-07-28 12:14:33.743
10006,WSCO1519,2017-07-28 12:14:36.901
10012,WSCO1520,2017-08-09 12:11:42.944
10010,WSCO1521,2017-08-09 12:11:46.252
10001,WSCO1522,2017-08-09 12:11:48.496
10003,WSCO1523,2017-08-09 12:11:51.409
10007,WSCO1524,2017-08-09 12:11:54.460
10000,WSCO1525,2017-08-09 12:13:58.735
10008,WSCO1526,2017-08-09 12:14:02.198
10013,WSCO1527,2017-08-09 12:14:04.675
10004,WSCO1528,2017-08-09 12:14:06.960
10011,WSCO1529,2017-08-09 12:14:10.160
10009,WSCO1530,2017-08-26 12:11:14.079
10002,WSCO1531,2017-08-26 12:11:17.324
10014,WSCO1532,2017-08-26 12:11:19.340
10015,WSCO1533,2017-08-26 12:11:21.515
10005,WSCO1534,2017-08-26 12:11:24.169
10017,WSCO1535,2017-08-26 12:13:27.763
10018,WSCO1536,2017-08-26 12:13:30.782
10016,WSCO1537,2017-08-26 12:13:32.979
10006,WSCO1538,2017-08-26 12:13:35.057
10012,WSCO1539,2017-08-26 12:13:38.367
10015,WSCO10000,2017-09-15 03:37:52.116
WS_COMPANY,10001,2017-09-15 03:40:39.890
WS_COMPANY,10002,2017-09-15 03:41:55.939
10003,WSCO10003,2017-09-15 03:59:40.311
WS_COMPANY,10004,2017-09-15 04:06:32.541
10000,WSCQ10005,2017-09-15 04:06:34.465
10000,WSCO10006,2017-09-15 04:06:42.092
10008,WSCQ10007,2017-09-15 04:07:14.910
10008,WSCO10008,2017-09-15 04:07:22.669
10013,WSCQ10009,2017-09-15 04:07:55.573
10013,WSCO10010,2017-09-15 04:08:03.537
10004,WSCQ10011,2017-09-15 04:08:36.128
10004,WSCO10012,2017-09-15 04:08:43.455
10011,WSCQ10013,2017-09-15 04:09:16.147
10011,WSCO10014,2017-09-15 04:09:23.810
10009,WSCQ10015,2017-09-15 04:09:57.837
10009,WSCO10016,2017-09-15 04:10:05.688
10002,WSCQ10017,2017-09-15 04:10:38.772
10002,WSCO10018,2017-09-15 04:10:45.343
10014,WSCQ10019,2017-09-15 04:11:18.025
10014,WSCO10020,2017-09-15 04:11:25.807
10015,WSCQ10021,2017-09-15 04:11:58.562
10015,WSCO10022,2017-09-15 04:12:06.620
10005,WSCQ10023,2017-09-15 04:12:38.774
10005,WSCO10024,2017-09-15 04:12:45.659
10017,WSCQ10025,2017-09-15 04:13:17.620
10017,WSCO10026,2017-09-15 04:13:25.203
10018,WSCQ10027,2017-09-15 04:13:56.840
10018,WSCO10028,2017-09-15 04:14:04.336
WS_COMPANY,10029,2017-09-15 04:19:42.723
WS_COMPANY,10030,2017-09-15 04:20:03.719
WS_COMPANY,10031,2017-09-15 04:20:24.505
10003,WSCO10040,2017-09-15 04:37:17.918
10012,WSCO10041,2017-09-15 04:37:46.558
10018,WSCO10042,2017-09-15 04:39:22.487
WS_COMPANY,10043,2017-09-15 04:41:17.533
WS_COMPANY,10044,2017-09-15 04:42:32.597
WS_COMPANY,10045,2017-09-15 04:51:17.039
WS_COMPANY,10046,2017-09-15 04:51:46.292
WS_COMPANY,10047,2017-09-15 04:52:13.294
WS_COMPANY,10048,2017-09-15 04:52:40.059
WS_COMPANY,10049,2017-09-15 04:53:09.137
WS_COMPANY,10050,2017-09-15 04:53:33.412
WS_COMPANY,10051,2017-09-15 04:53:57.679
WS_COMPANY,10052,2017-09-15 04:54:32.088
WS_COMPANY,10053,2017-09-15 04:54:59.431
WS_COMPANY,10054,2017-09-15 04:55:23.699
WS_COMPANY,10055,2017-09-15 04:55:47.266
WS_COMPANY,10056,2017-09-15 04:56:13.667
WS_COMPANY,10057,2017-09-15 04:56:39.168
WS_COMPANY,10058,2017-09-15 04:57:03.145
WS_COMPANY,10059,2017-09-15 04:57:28.106
WS_COMPANY,10060,2017-09-15 04:57:52.792
10002,WSCO10061,2017-09-15 04:58:23.087
