product_id,features
10104,1225.000
10103,1225.000
10102,1225.000
10101,1225.000
10100,1225.000
10040,0.000
10039,1200.000
10038,1200.000
10037,1200.000
10067,1125.000
10066,1125.000
10065,1125.000
10064,1125.000
10063,1125.000
10062,1125.000
10061,1125.000
10060,1125.000
10010,1100.000
10009,1100.000
10008,1100.000
10007,1100.000
10107,1225.000
10106,1225.000
10105,1225.000
10104,1225.000
10103,1225.000
10102,1225.000
10101,1225.000
10100,1225.000
10040,1200.000
10039,1200.000
10038,1200.000
10037,1200.000
10075,0.000
10074,1025.000
10073,0.000
10072,1025.000
10071,0.000
10070,1025.000
10069,0.000
10068,1025.000
10015,0.000
10014,0.000
10013,0.000
10012,0.000
10107,0.000
10106,1225.000
10105,0.000
10104,0.000
10103,1225.000
10102,1225.000
10101,1225.000
10100,1225.000
10040,1200.000
10039,1200.000
10038,1200.000
10037,1200.000
10107,1225.000
10106,1225.000
10105,0.000
10104,1225.000
10103,1225.000
10102,1225.000
10101,1225.000
10100,1225.000
10040,1200.000
10039,0.000
10038,1200.000
10037,1200.000
10015,1000.000
10014,0.000
10013,1000.000
10012,1000.000
10107,1225.000
10106,1225.000
10105,0.000
10104,0.000
10103,1225.000
10102,1225.000
10101,1225.000
10100,1225.000
10040,1200.000
10039,1200.000
10038,1200.000
10037,1200.000
10107,0.000
10106,0.000
10105,0.000
10104,0.000
10103,0.000
10102,0.000
10101,1225.000
10100,1225.000
10040,0.000
10039,0.000
10038,0.000
10037,1200.000
10068,1025.000
10004,180.000
10055,1800.000
10054,1800.000
10053,1800.000
10052,1800.000
10107,0.000
10106,0.000
10105,0.000
10104,0.000
10103,1225.000
10102,1225.000
10101,1225.000
10100,1225.000
10040,0.000
10039,0.000
10038,1200.000
10037,1200.000
10034,400.000
10039,1200.000
10065,1125.000
10061,1125.000
10062,1125.000
10035,400.000
10053,1800.000
10060,1125.000
10043,1500.000
10064,1125.000
10060,1125.000
10063,1125.000
10052,1800.000
10017,500.000
10028,1100.000
10049,1200.000
10008,1100.000
10034,400.000
10012,1000.000
10052,1800.000
10054,1800.000
10049,1200.000
10065,1125.000
10032,400.000
10015,1000.000
10002,150.000
10030,1100.000
10030,1100.000
10066,1125.000
10047,1200.000
10017,500.000
10015,1000.000
10030,1100.000
10030,1100.000
10067,1125.000
10066,1125.000
10040,1200.000
10022,1300.000
10009,1100.000
10065,1125.000
10007,1100.000
10062,1125.000
10044,1500.000
10055,1800.000
10028,1100.000
10049,1200.000
10045,1200.000
10042,1500.000
10015,1000.000
10034,400.000
10040,1200.000
10067,1125.000
10042,1500.000
10007,1100.000
10047,1200.000
10053,1800.000
10048,1200.000
10010,1100.000
10030,1100.000
10035,400.000
10039,1200.000
10049,1200.000
10019,500.000
10037,1200.000
10050,1800.000
10050,1800.000
10067,1125.000
10028,1100.000
10045,1200.000
10067,1125.000
10018,500.000
10068,1025.000
10052,1800.000
10024,1300.000
10022,1300.000
10029,1100.000
10009,1100.000
10014,1000.000
10012,1000.000
10040,1200.000
10008,1100.000
10037,1200.000
10027,1100.000
10042,1500.000
10009,1100.000
10049,1200.000
10043,1500.000
10047,1200.000
10061,1125.000
10007,1100.000
10068,1025.000
10063,1125.000
10060,1125.000
10061,1125.000
10020,500.000
10062,1125.000
10004,180.000
10052,1800.000
10053,1800.000
10053,1800.000
10005,150.000
10010,1100.000
10028,1100.000
10030,1100.000
10043,1500.000
10037,1200.000
10019,500.000
10045,1200.000
10053,1800.000
10044,1500.000
10022,1300.000
10045,1200.000
10025,1300.000
10053,1800.000
10064,1125.000
10019,500.000
10069,1025.000
10040,1200.000
10066,1125.000
10019,500.000
10069,1025.000
10035,400.000
10042,1500.000
10015,1000.000
10028,1100.000
10029,1100.000
10030,1100.000
10040,1200.000
10062,1125.000
10060,1125.000
10053,1800.000
10050,1800.000
10063,1125.000
10068,1025.000
10054,1800.000
10037,1200.000
10040,1200.000
10033,400.000
10047,1200.000
10020,500.000
10032,400.000
10035,400.000
10030,1100.000
10047,1200.000
10028,1100.000
10050,1800.000
10043,1500.000
10065,1125.000
10028,1100.000
10045,1200.000
10014,1000.000
10038,1200.000
10007,1100.000
10020,500.000
10053,1800.000
10063,1125.000
10066,1125.000
10040,1200.000
10044,1500.000
10065,1125.000
10047,1200.000
10066,1125.000
10061,1125.000
10054,1800.000
10039,1200.000
10045,1200.000
10045,1200.000
10044,1500.000
10023,1300.000
10007,1100.000
10020,500.000
10054,1800.000
10030,1100.000
10069,1025.000
10017,500.000
10067,1125.000
10015,1000.000
10002,150.000
10018,500.000
10038,1200.000
10018,500.000
10043,1500.000
10009,1100.000
10014,1000.000
10002,150.000
10033,400.000
10043,1500.000
10029,1100.000
10049,1200.000
10060,1125.000
10025,1300.000
10024,1300.000
10014,1000.000
10043,1500.000
10023,1300.000
10062,1125.000
10049,1200.000
10014,1000.000
10007,1100.000
10043,1500.000
10038,1200.000
10028,1100.000
10023,1300.000
10012,1000.000
10010,1100.000
10028,1100.000
10008,1100.000
10039,1200.000
10008,1100.000
10013,1000.000
10045,1200.000
10060,1125.000
10040,1200.000
10052,1800.000
10044,1500.000
10034,400.000
10034,400.000
10009,1100.000
10049,1200.000
10014,1000.000
10049,1200.000
10043,1500.000
10028,1100.000
10055,1800.000
10012,1000.000
10038,1200.000
10055,1800.000
10014,1000.000
10052,1800.000
10013,1000.000
10048,1200.000
10068,1025.000
10023,1300.000
10027,1100.000
10060,1125.000
10027,1100.000
10035,400.000
10066,1125.000
10069,1025.000
10024,1300.000
10027,1100.000
10043,1500.000
10035,400.000
10004,180.000
10068,1025.000
10066,1125.000
10025,1300.000
10024,1300.000
10061,1125.000
10007,1100.000
10023,1300.000
10047,1200.000
10044,1500.000
10053,1800.000
10019,500.000
10023,1300.000
10029,1100.000
10034,400.000
10044,1500.000
10012,1000.000
10003,200.000
10010,1100.000
10022,1300.000
10025,1300.000
10040,1200.000
10064,1125.000
10044,1500.000
10013,1000.000
10037,1200.000
10002,150.000
10025,1300.000
10001,200.000
10012,1000.000
10022,1300.000
10001,200.000
10012,1000.000
10022,1300.000
10003,200.000
10025,1300.000
10024,1300.000
10023,1300.000
10022,1300.000
10005,150.000
10000,100.000
10003,200.000
10004,180.000
10004,180.000
10120,279.000
10000,100.000
10001,200.000
10002,150.000
10004,180.000
10120,279.000
10013,1000.000
10068,1025.000
10034,400.000
10039,1200.000
10065,1125.000
10061,1125.000
10062,1125.000
10035,400.000
10053,1800.000
10060,1125.000
10043,1500.000
10064,1125.000
10060,1125.000
10063,1125.000
10052,1800.000
10017,500.000
10028,1100.000
10049,1200.000
10008,1100.000
10034,400.000
10012,1000.000
10052,1800.000
10054,1800.000
10049,1200.000
10065,1125.000
10032,400.000
10015,1000.000
10002,150.000
10030,1100.000
10030,1100.000
10066,1125.000
10047,1200.000
10017,500.000
10015,1000.000
10030,1100.000
10030,1100.000
10067,1125.000
10066,1125.000
10040,1200.000
10022,1300.000
10009,1100.000
10065,1125.000
10007,1100.000
10062,1125.000
10044,1500.000
10055,1800.000
10028,1100.000
10049,1200.000
10045,1200.000
10042,1500.000
10015,1000.000
10034,400.000
10040,1200.000
10067,1125.000
10042,1500.000
10007,1100.000
10047,1200.000
10053,1800.000
10048,1200.000
10010,1100.000
10030,1100.000
10035,400.000
10039,1200.000
10049,1200.000
10019,500.000
10037,1200.000
10050,1800.000
10050,1800.000
10067,1125.000
10028,1100.000
10045,1200.000
10067,1125.000
10018,500.000
10068,1025.000
10052,1800.000
10024,1300.000
10022,1300.000
10029,1100.000
10009,1100.000
10014,1000.000
10012,1000.000
10040,1200.000
10008,1100.000
10037,1200.000
10027,1100.000
10042,1500.000
10009,1100.000
10049,1200.000
10043,1500.000
10047,1200.000
10061,1125.000
10007,1100.000
10068,1025.000
10063,1125.000
10060,1125.000
10061,1125.000
10020,500.000
10062,1125.000
10004,180.000
10052,1800.000
10053,1800.000
10053,1800.000
10005,150.000
10010,1100.000
10028,1100.000
10030,1100.000
10043,1500.000
10037,1200.000
10019,500.000
10045,1200.000
10053,1800.000
10044,1500.000
10022,1300.000
10045,1200.000
10025,1300.000
10053,1800.000
10064,1125.000
10019,500.000
10069,1025.000
10040,1200.000
10066,1125.000
10019,500.000
10069,1025.000
10035,400.000
10042,1500.000
10015,1000.000
10028,1100.000
10029,1100.000
10030,1100.000
10040,1200.000
10062,1125.000
10060,1125.000
10053,1800.000
10050,1800.000
10063,1125.000
10068,1025.000
10054,1800.000
10037,1200.000
10040,1200.000
10033,400.000
10047,1200.000
10020,500.000
10032,400.000
10035,400.000
10030,1100.000
10047,1200.000
10028,1100.000
10050,1800.000
10043,1500.000
10065,1125.000
10028,1100.000
10045,1200.000
10014,1000.000
10038,1200.000
10007,1100.000
10020,500.000
10053,1800.000
10063,1125.000
10066,1125.000
10040,1200.000
10044,1500.000
10065,1125.000
10047,1200.000
10066,1125.000
10061,1125.000
10054,1800.000
10039,1200.000
10045,1200.000
10045,1200.000
10044,1500.000
10023,1300.000
10007,1100.000
10020,500.000
10054,1800.000
10030,1100.000
10069,1025.000
10017,500.000
10067,1125.000
10015,1000.000
10002,150.000
10018,500.000
10038,1200.000
10018,500.000
10043,1500.000
10009,1100.000
10014,1000.000
10002,150.000
10033,400.000
10043,1500.000
10029,1100.000
10049,1200.000
10060,1125.000
10025,1300.000
10024,1300.000
10014,1000.000
10043,1500.000
10023,1300.000
10062,1125.000
10049,1200.000
10014,1000.000
10007,1100.000
10043,1500.000
10038,1200.000
10028,1100.000
10023,1300.000
10012,1000.000
10010,1100.000
10028,1100.000
10008,1100.000
10039,1200.000
10008,1100.000
10013,1000.000
10045,1200.000
10060,1125.000
10040,1200.000
10052,1800.000
10044,1500.000
10034,400.000
10034,400.000
10009,1100.000
10049,1200.000
10014,1000.000
10049,1200.000
10043,1500.000
10028,1100.000
10055,1800.000
10012,1000.000
10038,1200.000
10055,1800.000
10014,1000.000
10052,1800.000
10013,1000.000
10048,1200.000
10068,1025.000
10023,1300.000
10027,1100.000
10060,1125.000
10027,1100.000
10035,400.000
10066,1125.000
10069,1025.000
10024,1300.000
10027,1100.000
10043,1500.000
10035,400.000
10004,180.000
10068,1025.000
10066,1125.000
10025,1300.000
10024,1300.000
10061,1125.000
10007,1100.000
10023,1300.000
10047,1200.000
10044,1500.000
10053,1800.000
10019,500.000
10023,1300.000
10029,1100.000
10034,400.000
10044,1500.000
10012,1000.000
10003,200.000
10010,1100.000
10022,1300.000
10025,1300.000
10040,1200.000
10064,1125.000
10044,1500.000
10013,1000.000
10037,1200.000
10002,150.000
10025,1300.000
10002,105.000
10002,105.000
10002,105.000
10001,200.000
10002,150.000
10002,150.000
10003,200.000
10005,153.200
10004,152.220
10001,200.000
10000,100.000
10000,100.000
10000,100.000
10000,100.000
10002,150.000
10000,100.000
10002,150.000
10003,200.000
10000,100.000
10002,150.000
10000,100.000
10002,150.000
10000,100.000
10000,100.000
10022,1300.000
10002,150.000
10000,100.000
10000,100.000
10002,150.000
10022,1300.000
10045,1500.000
10000,100.000
10001,200.000
10000,100.000
10002,150.000
10000,100.000
10000,100.000
10000,100.000
10000,100.000
10000,100.000
10000,100.000
10024,1300.000
10001,200.000
10000,100.000
10007,1100.000
10000,70.000
10000,70.000
10000,106.000
10000,106.000
10007,556.500
10002,156.000
10000,111.000
10000,111.000
10001,189.900
10003,211.000
10003,211.000
10007,553.500
10000,106.000
10008,553.500
10012,1013.000
10012,1013.000
10012,1013.000
10012,1007.000
10012,1013.000
10040,1207.000
10015,1007.000
10009,553.500
10012,1013.000
10012,1013.000
10007,553.500
10012,1007.000
10014,1007.000
10007,553.500
10017,506.000
10012,1007.000
10007,553.500
10004,186.000
10002,156.000
10050,1808.000
10035,406.000
10030,1108.000
10055,1808.000
10020,506.000
10010,553.500
10040,1207.000
10015,1007.000
10025,1309.000
10045,1207.000
10050,1808.000
10035,406.000
10030,1108.000
10013,1007.000
10012,1007.000
10005,156.000
10000,106.000
10022,1309.000
10000,106.000
10022,1309.000
10005,156.000
10012,1007.000
10000,111.000
10002,161.000
10003,211.000
10002,161.000
10004,191.000
10002,161.000
10000,111.000
10012,1007.000
10000,111.000
10002,161.000
10003,211.000
10004,191.000
10024,1314.000
10012,1013.000
10012,1007.000
10012,1013.000
10012,1013.000
10012,1007.000
10000,111.000
10002,161.000
10003,211.000
10000,111.000
10002,161.000
10002,161.000
10015,1007.000
10002,105.000
10042,800.000
10002,105.000
10042,800.000
10042,800.000
10042,800.000
10042,800.000
10002,105.000
10002,105.000
10002,105.000
10002,105.000
10000,111.000
10043,1507.000
10043,1507.000
10000,111.000
10002,161.000
10000,111.000
10003,211.000
10009,556.500
10000,111.000
10000,111.000
10000,111.000
10000,111.000
10023,1314.000
10025,1314.000
10048,1214.000
10000,106.000
10023,1309.000
10000,111.000
10000,111.000
10005,161.000
10008,556.500
10000,111.000
10005,161.000
10008,556.500
10000,111.000
10007,556.500
10008,556.500
10010,556.500
10007,556.500
10002,161.000
10012,1007.000
10000,106.000
10022,1309.000
10002,156.000
10023,1309.000
10000,111.000
10002,161.000
10000,111.000
10001,189.900
10000,111.000
10005,156.000
10000,106.000
10042,1507.000
10110,260.000
10120,290.000
10120,290.000
10002,156.000
10042,1515.000
10042,1515.000
10120,310.000
10120,290.000
10110,260.000
10042,1507.000
10000,106.000
10042,1507.000
10042,1507.000
10002,161.000
10000,111.000
10002,161.000
10000,106.000
10110,260.000
10047,1214.000
10047,1214.000
10047,1214.000
10110,260.000
10110,260.000
10000,106.000
10048,1207.000
10048,1207.000
10048,1207.000
10000,106.000
10000,106.000
10004,191.000
10004,186.000
10120,310.000
10012,1007.000
10120,310.000
10012,1007.000
10131,345.000
10131,345.000
10131,340.000
10120,290.000
10120,290.000
10120,290.000
10001,211.000
10120,290.000
10120,290.000
10120,290.000
10001,211.000
10120,290.000
10120,290.000
10120,290.000
10120,290.000
10110,255.000
10110,255.000
10000,106.000
10000,106.000
10012,1007.000
10004,186.000
10002,156.000
10004,186.000
10047,1214.000
10042,1507.000
10047,1214.000
10048,1207.000
10131,340.000
10047,1214.000
10131,345.000
10048,1207.000
10110,255.000
10110,255.000
10000,106.000
10012,1007.000
10131,340.000
10002,156.000
10042,1507.000
10110,255.000
10047,1214.000
10048,1207.000
10110,255.000
10000,106.000
10005,156.000
10024,1309.000
10024,1309.000
10048,1214.000
10024,1300.000
10049,1200.000
10002,150.000
10002,105.000
10002,105.000
10002,105.000
10037,800.000
10002,105.000
10002,105.000
10037,800.000
10037,800.000
10002,105.000
10002,105.000
10037,800.000
10037,800.000
10037,800.000
10037,800.000
10002,105.000
10002,105.000
10037,800.000
10037,800.000
10037,800.000
10037,800.000
10037,800.000
10037,800.000
10037,800.000
10002,105.000
10037,800.000
10002,105.000
10037,800.000
10002,105.000
10037,800.000
10037,800.000
10037,800.000
10002,105.000
10037,800.000
10037,800.000
10037,800.000
10037,800.000
10002,105.000
10042,800.000
10042,800.000
10042,800.000
10037,800.000
10042,800.000
10002,105.000
10042,800.000
10037,800.000
10042,800.000
10002,105.000
10042,800.000
10002,105.000
10002,105.000
10002,105.000
10042,800.000
10042,800.000
10037,800.000
10042,800.000
10037,800.000
10037,800.000
10042,800.000
10042,800.000
10042,800.000
10037,800.000
10002,105.000
10042,800.000
10042,800.000
10002,105.000
10042,800.000
10042,800.000
10037,800.000
10042,800.000
10037,800.000
10042,800.000
10002,105.000
10037,800.000
10042,800.000
10002,105.000
10042,800.000
10042,800.000
10037,800.000
10042,800.000
10042,800.000
10042,800.000
10042,800.000
10002,105.000
10037,800.000
10042,800.000
10042,800.000
10002,105.000
10037,800.000
10042,800.000
10042,800.000
10002,105.000
10037,800.000
10002,105.000
10042,800.000
10042,800.000
10042,800.000
10042,800.000
10002,105.000
10042,800.000
10002,105.000
10037,800.000
10037,800.000
10002,105.000
10002,105.000
10042,800.000
10037,800.000
10002,105.000
10042,800.000
10002,105.000
10042,800.000
10002,105.000
10042,800.000
10038,1200.000
10001,140.000
10002,105.000
10042,800.000
10037,800.000
10037,800.000
10037,800.000
10042,800.000
10042,800.000
10037,800.000
10042,800.000
10037,800.000
10002,105.000
10037,800.000
10042,1000.000
10042,1000.000
10002,105.000
10037,800.000
10002,105.000
10037,800.000
10037,800.000
10042,800.000
10037,800.000
10037,800.000
10037,800.000
10037,800.000
10002,105.000
10042,800.000
10042,800.000
10042,800.000
10037,800.000
10037,800.000
10037,800.000
10037,800.000
10037,800.000
10002,105.000
10037,800.000
10002,105.000
10002,105.000
10037,800.000
10037,800.000
10042,800.000
10037,800.000
10042,800.000
10037,800.000
10037,800.000
10042,800.000
10037,800.000
10037,800.000
10037,800.000
10037,800.000
10042,800.000
10037,800.000
10037,800.000
10037,800.000
10042,800.000
10042,800.000
10042,800.000
10037,800.000
10037,800.000
10002,105.000
10042,800.000
